id,name,generation,types,height_dm,weight_hg,base_experience,hp,attack,defense,special_attack,special_defense,speed,total_stats,abilities,hidden_ability,species_color,species_shape,habitat,growth_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,has_gender_differences,gender_rate,forms_switchable,evolution_chain_id,evolves_from,flavor_text_en,sprite_url
446,munchlax,4,normal,6,1050,78,135,85,40,40,85,5,390,"pickup,thick-fat",gluttony,black,humanoid,,slow,50,70,40,True,False,False,False,1,False,72,,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png
447,riolu,4,fighting,7,202,57,40,70,40,35,40,60,285,"steadfast,inner-focus",prankster,blue,upright,,medium-slow,75,70,25,True,False,False,False,1,False,232,,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png
448,lucario,4,"fighting,steel",12,540,184,70,110,70,115,70,90,525,"steadfast,inner-focus",justified,blue,upright,,medium-slow,45,70,25,False,False,False,False,1,True,232,riolu,It has the ability to sense the auras of all things. It understands human speech.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png
449,hippopotas,4,ground,8,495,66,68,72,78,38,42,32,330,sand-stream,sand-force,brown,quadruped,,slow,140,70,30,False,False,False,True,4,False,233,,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png
450,hippowdon,4,ground,20,3000,184,108,112,118,68,72,47,525,sand-stream,sand-force,brown,quadruped,,slow,60,70,30,False,False,False,True,4,False,233,hippopotas,It blasts internally stored sand from ports on its body to create a towering twister for attack.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png
451,skorupi,4,"poison,bug",8,120,66,40,50,90,30,55,65,330,"battle-armor,sniper",keen-eye,purple,armor,,slow,120,70,20,False,False,False,False,4,False,234,,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png
452,drapion,4,"poison,dark",13,615,175,70,90,110,60,75,95,500,"battle-armor,sniper",keen-eye,purple,armor,,slow,45,70,20,False,False,False,False,4,False,234,skorupi,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png
453,croagunk,4,"poison,fighting",7,230,60,48,61,40,61,40,50,300,"anticipation,dry-skin",poison-touch,blue,humanoid,,medium,140,100,10,False,False,False,True,4,False,235,,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png
454,toxicroak,4,"poison,fighting",13,444,172,83,106,65,86,65,85,490,"anticipation,dry-skin",poison-touch,blue,humanoid,,medium,75,70,20,False,False,False,True,4,False,235,croagunk,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png
455,carnivine,4,grass,14,270,159,74,100,72,90,72,46,454,levitate,,green,tentacles,,slow,200,70,25,False,False,False,False,4,False,236,,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png
456,finneon,4,water,4,70,66,49,49,56,49,61,66,330,"swift-swim,storm-drain",water-veil,blue,fish,,slow-then-very-fast,190,70,20,False,False,False,True,4,False,237,,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png
457,lumineon,4,water,12,240,161,69,69,76,69,86,91,460,"swift-swim,storm-drain",water-veil,blue,fish,,slow-then-very-fast,75,70,20,False,False,False,True,4,False,237,finneon,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png
458,mantyke,4,"water,flying",10,650,69,45,20,50,60,120,50,345,"swift-swim,water-absorb",water-veil,blue,wings,,slow,25,70,25,True,False,False,False,4,False,116,,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png
459,snover,4,"grass,ice",10,505,67,60,62,50,62,60,40,334,snow-warning,soundproof,white,upright,,slow,120,70,20,False,False,False,True,4,False,239,,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png
460,abomasnow,4,"grass,ice",22,1355,173,90,92,75,92,85,60,494,snow-warning,soundproof,white,upright,,slow,60,70,20,False,False,False,True,4,True,239,snover,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png
461,weavile,4,"dark,ice",11,340,179,70,120,65,45,85,125,510,pressure,pickpocket,black,upright,,medium-slow,45,35,20,False,False,False,True,4,False,109,sneasel,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png
462,magnezone,4,"electric,steel",12,1800,241,70,70,115,130,90,60,535,"magnet-pull,sturdy",analytic,gray,arms,,medium,30,70,20,False,False,False,False,-1,False,34,magneton,It evolved from exposure to a special magnetic field. Three units generate magnetism.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png
463,lickilicky,4,normal,17,1400,180,110,85,95,80,95,50,515,"own-tempo,oblivious",cloud-nine,pink,humanoid,,medium,30,70,20,False,False,False,False,4,False,48,lickitung,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png
464,rhyperior,4,"ground,rock",24,2828,241,115,140,130,55,55,40,535,"lightning-rod,solid-rock",reckless,gray,upright,,slow,30,70,20,False,False,False,True,4,False,50,rhydon,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png
465,tangrowth,4,grass,20,1286,187,100,100,125,110,50,50,535,"chlorophyll,leaf-guard",regenerator,blue,humanoid,,medium,30,70,20,False,False,False,True,4,False,52,tangela,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png
466,electivire,4,electric,18,1386,243,75,123,67,95,85,95,540,motor-drive,vital-spirit,yellow,upright,,medium,30,70,25,False,False,False,False,2,False,60,electabuzz,"As its electric charge amplifies, blue sparks begin to crackle between its horns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png
467,magmortar,4,fire,16,680,243,75,95,67,125,95,83,540,flame-body,vital-spirit,red,upright,,medium,30,70,25,False,False,False,False,2,False,61,magmar,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png
468,togekiss,4,"fairy,flying",15,380,245,85,50,95,120,115,80,545,"hustle,serene-grace",super-luck,white,wings,,fast,30,70,10,False,False,False,False,1,False,87,togetic,It will never appear where there is strife. Its sightings have become rare recently.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png
469,yanmega,4,"bug,flying",19,515,180,86,76,86,116,56,95,515,"speed-boost,tinted-lens",frisk,green,bug-wings,,medium,30,70,20,False,False,False,False,4,False,95,yanma,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png
470,leafeon,4,grass,10,255,184,65,110,130,60,65,95,525,leaf-guard,chlorophyll,green,quadruped,,medium,45,35,35,False,False,False,False,1,False,67,eevee,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png
471,glaceon,4,ice,8,259,184,65,60,110,130,95,65,525,snow-cloak,ice-body,blue,quadruped,,medium,45,35,35,False,False,False,False,1,False,67,eevee,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png
472,gliscor,4,"ground,flying",20,425,179,75,95,125,45,75,95,510,"hyper-cutter,sand-veil",poison-heal,purple,wings,,medium-slow,30,70,20,False,False,False,False,4,False,104,gligar,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png
473,mamoswine,4,"ice,ground",25,2910,239,110,130,80,70,60,80,530,"oblivious,snow-cloak",thick-fat,brown,quadruped,,slow,50,70,20,False,False,False,True,4,False,112,piloswine,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png
474,porygon-z,4,normal,9,340,241,85,80,70,135,75,90,535,"adaptability,download",analytic,red,arms,,medium,30,70,20,False,False,False,False,-1,False,68,porygon2,"Additional software was installed to make it a better Pokémon. It began acting oddly, however.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png
475,gallade,4,"psychic,fighting",16,520,233,68,125,65,65,115,80,518,"steadfast,sharpness",justified,white,humanoid,,slow,45,35,20,False,False,False,False,0,True,140,kirlia,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png
476,probopass,4,"rock,steel",14,3400,184,60,55,145,75,150,40,525,"sturdy,magnet-pull",sand-force,gray,heads,,medium,60,70,20,False,False,False,False,4,False,147,nosepass,It freely controls three small units called Mini-Noses using magnetic force.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png
477,dusknoir,4,ghost,22,1066,236,45,100,135,65,135,45,525,pressure,frisk,black,arms,,fast,45,35,25,False,False,False,False,4,False,182,dusclops,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png
478,froslass,4,"ice,ghost",13,266,168,70,80,70,80,70,110,480,snow-cloak,cursed-body,white,arms,,medium,75,70,20,False,False,False,False,8,False,186,snorunt,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png
479,rotom,4,"electric,ghost",3,3,154,50,50,77,95,77,91,440,levitate,,red,ball,,medium,45,70,20,False,False,False,False,-1,True,240,,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png
480,uxie,4,psychic,3,3,261,75,75,130,75,130,95,580,levitate,,yellow,upright,,slow,3,140,80,False,True,False,False,-1,False,241,,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png
481,mesprit,4,psychic,3,3,261,80,105,105,105,105,80,580,levitate,,pink,upright,,slow,3,140,80,False,True,False,False,-1,False,242,,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png
482,azelf,4,psychic,3,3,261,75,125,70,125,70,115,580,levitate,,blue,upright,,slow,3,140,80,False,True,False,False,-1,False,243,,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png
483,dialga,4,"steel,dragon",54,6830,306,100,120,120,150,100,90,680,pressure,telepathy,white,quadruped,,slow,3,0,120,False,True,False,False,-1,False,244,,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png
484,palkia,4,"water,dragon",42,3360,306,90,120,100,150,120,100,680,pressure,telepathy,purple,upright,,slow,3,0,120,False,True,False,False,-1,False,245,,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png
485,heatran,4,"fire,steel",17,4300,270,91,90,106,130,106,77,600,flash-fire,flame-body,brown,quadruped,,slow,3,100,10,False,True,False,False,4,False,246,,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png
486,regigigas,4,normal,37,4200,302,110,160,110,80,110,100,670,slow-start,,white,humanoid,,slow,3,0,120,False,True,False,False,-1,False,247,,There is an enduring legend that states this Pokémon towed continents with ropes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png
487,giratina-altered,4,"ghost,dragon",45,7500,306,150,100,120,100,120,90,680,pressure,telepathy,black,tentacles,,slow,3,0,120,False,True,False,False,-1,True,248,,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png
488,cresselia,4,psychic,15,856,270,120,70,110,75,120,85,580,levitate,,yellow,squiggle,,slow,3,100,120,False,True,False,False,8,False,249,,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png
489,phione,4,water,4,31,216,80,80,80,80,80,80,480,hydration,,blue,arms,,slow,30,70,40,False,False,True,False,-1,False,250,,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png
490,manaphy,4,water,3,14,270,100,100,100,100,100,100,600,hydration,,blue,humanoid,,slow,3,70,10,False,False,True,False,-1,False,250,,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png
491,darkrai,4,dark,15,505,270,70,90,90,135,90,125,600,bad-dreams,,black,humanoid,,slow,3,0,120,False,False,True,False,-1,False,252,,It can lull people to sleep and make them dream. It is active during nights of the new moon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png
492,shaymin-land,4,grass,2,21,270,100,100,100,100,100,100,600,natural-cure,,green,quadruped,,medium-slow,45,100,120,False,False,True,False,-1,True,253,,It lives in flower patches and avoids detection by curling up to look like a flowering plant.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png
493,arceus,4,normal,32,3200,324,120,120,120,120,120,120,720,multitype,,white,quadruped,,slow,3,0,120,False,False,True,False,-1,True,254,,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png
494,victini,5,"psychic,fire",4,40,270,100,100,100,100,100,100,600,victory-star,,yellow,humanoid,,slow,3,100,120,False,False,True,False,-1,False,255,,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png
495,snivy,5,grass,6,81,62,45,45,55,45,55,63,308,overgrow,contrary,green,upright,,medium-slow,45,70,20,False,False,False,False,1,False,256,,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png
496,servine,5,grass,8,160,145,60,60,75,60,75,83,413,overgrow,contrary,green,upright,,medium-slow,45,70,20,False,False,False,False,1,False,256,snivy,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png
497,serperior,5,grass,33,630,238,75,75,95,75,95,113,528,overgrow,contrary,green,squiggle,,medium-slow,45,70,20,False,False,False,False,1,False,256,servine,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png
498,tepig,5,fire,5,99,62,65,63,45,45,45,45,308,blaze,thick-fat,red,quadruped,,medium-slow,45,70,20,False,False,False,False,1,False,257,,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png
499,pignite,5,"fire,fighting",10,555,146,90,93,55,70,55,55,418,blaze,thick-fat,red,upright,,medium-slow,45,70,20,False,False,False,False,1,False,257,tepig,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png
500,emboar,5,"fire,fighting",16,1500,238,110,123,65,100,65,65,528,blaze,reckless,red,upright,,medium-slow,45,70,20,False,False,False,False,1,False,257,pignite,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png
501,oshawott,5,water,5,59,62,55,55,45,63,45,45,308,torrent,shell-armor,blue,upright,,medium-slow,45,70,20,False,False,False,False,1,False,258,,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png
502,dewott,5,water,8,245,145,75,75,60,83,60,60,413,torrent,shell-armor,blue,upright,,medium-slow,45,70,20,False,False,False,False,1,False,258,oshawott,Strict training is how it learns its flowing double-scalchop technique.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png
503,samurott,5,water,15,946,238,95,100,85,108,70,70,528,torrent,shell-armor,blue,quadruped,,medium-slow,45,70,20,False,False,False,False,1,False,258,dewott,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png
504,patrat,5,normal,5,116,51,45,55,39,35,39,42,255,"run-away,keen-eye",analytic,brown,quadruped,,medium,255,70,15,False,False,False,False,4,False,259,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png
505,watchog,5,normal,11,270,147,60,85,69,60,69,77,420,"illuminate,keen-eye",analytic,brown,upright,,medium,255,70,20,False,False,False,False,4,False,259,patrat,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png
506,lillipup,5,normal,4,41,55,45,60,45,25,45,55,275,"vital-spirit,pickup",run-away,brown,quadruped,,medium-slow,255,70,15,False,False,False,False,4,False,260,,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png
507,herdier,5,normal,9,147,130,65,80,65,35,65,60,370,"intimidate,sand-rush",scrappy,gray,quadruped,,medium-slow,120,70,15,False,False,False,False,4,False,260,lillipup,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png
508,stoutland,5,normal,12,610,225,85,110,90,45,90,80,500,"intimidate,sand-rush",scrappy,gray,quadruped,,medium-slow,45,70,15,False,False,False,False,4,False,260,herdier,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png
509,purrloin,5,dark,4,101,56,41,50,37,50,37,66,281,"limber,unburden",prankster,purple,quadruped,,medium,255,70,20,False,False,False,False,4,False,261,,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png
510,liepard,5,dark,11,375,156,64,88,50,88,50,106,446,"limber,unburden",prankster,purple,quadruped,,medium,90,70,20,False,False,False,False,4,False,261,purrloin,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png
511,pansage,5,grass,6,105,63,50,53,48,53,48,64,316,gluttony,overgrow,green,upright,,medium,190,70,20,False,False,False,False,1,False,262,,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png
512,simisage,5,grass,11,305,174,75,98,63,98,63,101,498,gluttony,overgrow,green,upright,,medium,75,70,20,False,False,False,False,1,False,262,pansage,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png
513,pansear,5,fire,6,110,63,50,53,48,53,48,64,316,gluttony,blaze,red,upright,,medium,190,70,20,False,False,False,False,1,False,263,,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png
514,simisear,5,fire,10,280,174,75,98,63,98,63,101,498,gluttony,blaze,red,upright,,medium,75,70,20,False,False,False,False,1,False,263,pansear,It loves sweets because they become energy for the fire burning inside its body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png
515,panpour,5,water,6,135,63,50,53,48,53,48,64,316,gluttony,torrent,blue,upright,,medium,190,70,20,False,False,False,False,1,False,264,,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png
516,simipour,5,water,10,290,174,75,98,63,98,63,101,498,gluttony,torrent,blue,upright,,medium,75,70,20,False,False,False,False,1,False,264,panpour,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png
517,munna,5,psychic,6,233,58,76,25,45,67,55,24,292,"forewarn,synchronize",telepathy,pink,quadruped,,fast,190,70,10,False,False,False,False,4,False,265,,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png
518,musharna,5,psychic,11,605,170,116,55,85,107,95,29,487,"forewarn,synchronize",telepathy,pink,humanoid,,fast,75,70,10,False,False,False,False,4,False,265,munna,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png
519,pidove,5,"normal,flying",3,21,53,50,55,50,36,30,43,264,"big-pecks,super-luck",rivalry,gray,wings,,medium-slow,255,70,15,False,False,False,False,4,False,266,,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png
520,tranquill,5,"normal,flying",6,150,125,62,77,62,50,42,65,358,"big-pecks,super-luck",rivalry,gray,wings,,medium-slow,120,70,15,False,False,False,False,4,False,266,pidove,It can return to its Trainer’s location regardless of the distance separating them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png
521,unfezant,5,"normal,flying",12,290,220,80,115,80,65,55,93,488,"big-pecks,super-luck",rivalry,gray,wings,,medium-slow,45,70,15,False,False,False,True,4,False,266,tranquill,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png
522,blitzle,5,electric,8,298,59,45,60,32,50,32,76,295,"lightning-rod,motor-drive",sap-sipper,black,quadruped,,medium,190,70,20,False,False,False,False,4,False,267,,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png
523,zebstrika,5,electric,16,795,174,75,100,63,80,63,116,497,"lightning-rod,motor-drive",sap-sipper,black,quadruped,,medium,75,70,20,False,False,False,False,4,False,267,blitzle,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png
524,roggenrola,5,rock,4,180,56,55,75,85,25,25,15,280,"sturdy,weak-armor",sand-force,blue,legs,,medium-slow,255,70,15,False,False,False,False,4,False,268,,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png
525,boldore,5,rock,9,1020,137,70,105,105,50,40,20,390,"sturdy,weak-armor",sand-force,blue,tentacles,,medium-slow,120,70,15,False,False,False,False,4,False,268,roggenrola,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png
526,gigalith,5,rock,17,2600,232,85,135,130,60,80,25,515,"sturdy,sand-stream",sand-force,blue,tentacles,,medium-slow,45,70,15,False,False,False,False,4,False,268,boldore,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png
527,woobat,5,"psychic,flying",4,21,65,65,45,43,55,43,72,323,"unaware,klutz",simple,blue,wings,,medium,190,70,15,False,False,False,False,4,False,269,,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png
528,swoobat,5,"psychic,flying",9,105,149,67,57,55,77,55,114,425,"unaware,klutz",simple,blue,wings,,medium,45,70,15,False,False,False,False,4,False,269,woobat,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png
529,drilbur,5,ground,3,85,66,60,85,40,30,45,68,328,"sand-rush,sand-force",mold-breaker,gray,upright,,medium,120,70,20,False,False,False,False,4,False,270,,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png
