name,id,accuracy,pp,power,priority,type,generation,short_descripton,damage_class,min_hits,max_hits
Echoed Voice,497,100.0,15,40.0,0,Normal,Generation V,"Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.",Special,1,1
Chip Away,498,100.0,20,70.0,0,Normal,Generation V,Ignores the target's stat modifiers.,Physical,1,1
Clear Smog,499,,15,50.0,0,Poison,Generation V,Removes all of the target's stat modifiers.,Special,1,1
Stored Power,500,100.0,10,20.0,0,Psychic,Generation V,"Power is higher the more the user's stats have been raised, to a maximum of 31×.",Special,1,1
Quick Guard,501,,15,,3,Fighting,Generation V,Prevents any priority moves from hitting friendly Pokémon this turn.,Status,1,1
Ally Switch,502,,15,,2,Psychic,Generation V,User switches places with the friendly Pokémon opposite it.,Status,1,1
Scald,503,100.0,15,80.0,0,Water,Generation V,Has a $effect_chance% chance to burn the target.,Special,1,1
Shell Smash,504,,15,,0,Normal,Generation V,"Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.",Status,1,1
Heal Pulse,505,,10,,0,Psychic,Generation V,Heals the target for half its max HP.,Status,1,1
Hex,506,100.0,10,65.0,0,Ghost,Generation V,Has double power if the target has a major status ailment.,Special,1,1
Sky Drop,507,100.0,10,60.0,0,Flying,Generation V,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.",Physical,1,1
Shift Gear,508,,10,,0,Steel,Generation V,Raises the user's Attack by one stage and its Speed by two stages.,Status,1,1
Circle Throw,509,90.0,10,60.0,-6,Fighting,Generation V,Ends wild battles.  Forces trainers to switch Pokémon.,Physical,1,1
Incinerate,510,100.0,15,60.0,0,Fire,Generation V,Destroys the target's held berry.,Special,1,1
Quash,511,100.0,15,,0,Dark,Generation V,Makes the target act last this turn.,Status,1,1
Acrobatics,512,100.0,15,55.0,0,Flying,Generation V,Has double power if the user has no held item.,Physical,1,1
Reflect Type,513,,15,,0,Normal,Generation V,User becomes the target's type.,Status,1,1
Retaliate,514,100.0,5,70.0,0,Normal,Generation V,Has double power if a friendly Pokémon fainted last turn.,Physical,1,1
Final Gambit,515,100.0,5,,0,Fighting,Generation V,Inflicts damage equal to the user's remaining HP.  User faints.,Special,1,1
Bestow,516,,15,,0,Normal,Generation V,Gives the user's held item to the target.,Status,1,1
Inferno,517,50.0,5,100.0,0,Fire,Generation V,Has a $effect_chance% chance to burn the target.,Special,1,1
Water Pledge,518,100.0,10,80.0,0,Water,Generation V,"With Grass Pledge, halves opposing Pokémon's Speed for four turns.",Special,1,1
Fire Pledge,519,100.0,10,80.0,0,Fire,Generation V,"With Water Pledge, doubles the effect chance of friendly Pokémon's moves for four turns.",Special,1,1
Grass Pledge,520,100.0,10,80.0,0,Grass,Generation V,"With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.",Special,1,1
Volt Switch,521,100.0,20,70.0,0,Electric,Generation V,User must switch out after attacking.,Special,1,1
Struggle Bug,522,100.0,20,50.0,0,Bug,Generation V,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Special,1,1
Bulldoze,523,100.0,20,60.0,0,Ground,Generation V,Has a $effect_chance% chance to lower the target's Speed by one stage.,Physical,1,1
Frost Breath,524,90.0,10,60.0,0,Ice,Generation V,Always scores a critical hit.,Special,1,1
Dragon Tail,525,90.0,10,60.0,-6,Dragon,Generation V,Ends wild battles.  Forces trainers to switch Pokémon.,Physical,1,1
Work Up,526,,30,,0,Normal,Generation V,Raises the user's Attack and Special Attack by one stage each.,Status,1,1
Electroweb,527,95.0,15,55.0,0,Electric,Generation V,Lowers the target's Speed by one stage.,Special,1,1
Wild Charge,528,100.0,15,90.0,0,Electric,Generation V,User receives 1/4 the damage it inflicts in recoil.,Physical,1,1
Drill Run,529,95.0,10,80.0,0,Ground,Generation V,Has an increased chance for a critical hit.,Physical,1,1
Dual Chop,530,90.0,15,40.0,0,Dragon,Generation V,Hits twice in one turn.,Physical,2,2
Heart Stamp,531,100.0,25,60.0,0,Psychic,Generation V,Has a $effect_chance% chance to make the target flinch.,Physical,1,1
Horn Leech,532,100.0,10,75.0,0,Grass,Generation V,Drains half the damage inflicted to heal the user.,Physical,1,1
Sacred Sword,533,100.0,15,90.0,0,Fighting,Generation V,Ignores the target's stat modifiers.,Physical,1,1
Razor Shell,534,95.0,10,75.0,0,Water,Generation V,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physical,1,1
Heat Crash,535,100.0,10,,0,Fire,Generation V,"Power is higher when the user weighs more than the target, up to a maximum of 120.",Physical,1,1
Leaf Tornado,536,90.0,10,65.0,0,Grass,Generation V,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Special,1,1
Steamroller,537,100.0,20,65.0,0,Bug,Generation V,Has a $effect_chance% chance to make the target flinch.,Physical,1,1
Cotton Guard,538,,10,,0,Grass,Generation V,Raises the user's Defense by three stages.,Status,1,1
Night Daze,539,95.0,10,85.0,0,Dark,Generation V,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Special,1,1
Psystrike,540,100.0,10,100.0,0,Psychic,Generation V,"Inflicts damage based on the target's Defense, not Special Defense.",Special,1,1
Tail Slap,541,85.0,10,25.0,0,Normal,Generation V,Hits 2-5 times in one turn.,Physical,2,5
Hurricane,542,70.0,10,110.0,0,Flying,Generation V,Has a $effect_chance% chance to confuse the target.,Special,1,1
Head Charge,543,100.0,15,120.0,0,Normal,Generation V,User receives 1/4 the damage it inflicts in recoil.,Physical,1,1
Gear Grind,544,85.0,15,50.0,0,Steel,Generation V,Hits twice in one turn.,Physical,2,2
Searing Shot,545,100.0,5,100.0,0,Fire,Generation V,Has a $effect_chance% chance to burn the target.,Special,1,1
Techno Blast,546,100.0,5,120.0,0,Normal,Generation V,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",Special,1,1
Relic Song,547,100.0,10,75.0,0,Normal,Generation V,Has a $effect_chance% chance to put the target to sleep.,Special,1,1
Secret Sword,548,100.0,10,85.0,0,Fighting,Generation V,"Inflicts damage based on the target's Defense, not Special Defense.",Special,1,1
Glaciate,549,95.0,10,65.0,0,Ice,Generation V,Lowers the target's Speed by one stage.,Special,1,1
Bolt Strike,550,85.0,5,130.0,0,Electric,Generation V,Has a $effect_chance% chance to paralyze the target.,Physical,1,1
Blue Flare,551,85.0,5,130.0,0,Fire,Generation V,Has a $effect_chance% chance to burn the target.,Special,1,1
Fiery Dance,552,100.0,10,80.0,0,Fire,Generation V,Has a $effect_chance% chance to raise the user's Special Attack by one stage.,Special,1,1
Freeze Shock,553,90.0,5,140.0,0,Ice,Generation V,Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.,Physical,1,1
Ice Burn,554,90.0,5,140.0,0,Ice,Generation V,Requires a turn to charge before attacking.  Has a $effect_chance% chance to burn the target.,Special,1,1
Snarl,555,95.0,15,55.0,0,Dark,Generation V,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Special,1,1
Icicle Crash,556,90.0,10,85.0,0,Ice,Generation V,Has a $effect_chance% chance to make the target flinch.,Physical,1,1
V Create,557,95.0,5,180.0,0,Fire,Generation V,"Lowers the user's Defense, Special Defense, and Speed by one stage each.",Physical,1,1
Fusion Flare,558,100.0,5,100.0,0,Fire,Generation V,"With Fusion Bolt, inflicts double damage.",Special,1,1
Fusion Bolt,559,100.0,5,100.0,0,Electric,Generation V,"With Fusion Flare, inflicts double damage.",Physical,1,1
Flying Press,560,95.0,10,100.0,0,Fighting,Generation Vi,Deals both fighting and flying-type damage.,Physical,1,1
Mat Block,561,,10,,0,Fighting,Generation Vi,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,Status,1,1
Belch,562,90.0,10,120.0,0,Poison,Generation Vi,Can only be used after the user has eaten a berry.,Special,1,1
Rototiller,563,,10,,0,Ground,Generation Vi,Raises the Attack and Special Attack of all grass Pokémon in battle.,Status,1,1
Sticky Web,564,,20,,0,Bug,Generation Vi,"Covers the opposing field, lowering opponents' Speed by one stage upon switching in.",Status,1,1
Fell Stinger,565,100.0,25,50.0,0,Bug,Generation Vi,Raises the user's Attack by two stages if it KOs the target.,Physical,1,1
Phantom Force,566,100.0,10,90.0,0,Ghost,Generation Vi,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",Physical,1,1
Trick Or Treat,567,100.0,20,,0,Ghost,Generation Vi,Adds ghost to the target's types.,Status,1,1
Noble Roar,568,100.0,30,,0,Normal,Generation Vi,Lowers the target's Attack and Special Attack by one stage.,Status,1,1
Ion Deluge,569,,25,,1,Electric,Generation Vi,Changes all normal moves to electric moves for the rest of the turn.,Status,1,1
Parabolic Charge,570,100.0,20,65.0,0,Electric,Generation Vi,Heals the user for half the total damage dealt to all targets.,Special,1,1
Forests Curse,571,100.0,20,,0,Grass,Generation Vi,Adds grass to the target's types.,Status,1,1
Petal Blizzard,572,100.0,15,90.0,0,Grass,Generation Vi,Inflicts regular damage.,Physical,1,1
Freeze Dry,573,100.0,20,70.0,0,Ice,Generation Vi,Super-effective against water.,Special,1,1
Disarming Voice,574,,15,40.0,0,Fairy,Generation Vi,Never misses.,Special,1,1
Parting Shot,575,100.0,20,,0,Dark,Generation Vi,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.,Status,1,1
Topsy Turvy,576,,20,,0,Dark,Generation Vi,Inverts the target's stat modifiers.,Status,1,1
Draining Kiss,577,100.0,10,50.0,0,Fairy,Generation Vi,Drains 75% of the damage inflicted to heal the user.,Special,1,1
Crafty Shield,578,,10,,3,Fairy,Generation Vi,Protects all friendly Pokémon from non-damaging moves.,Status,1,1
Flower Shield,579,,10,,0,Fairy,Generation Vi,Raises the Defense of all grass Pokémon in battle.,Status,1,1
Grassy Terrain,580,,10,,0,Grass,Generation Vi,"For five turns, heals all Pokémon on the ground for 1/16 max HP each turn and strengthens their grass moves to 1.5× their power.",Status,1,1
Misty Terrain,581,,10,,0,Fairy,Generation Vi,"For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming dragon moves.",Status,1,1
Electrify,582,,20,,0,Electric,Generation Vi,Changes the target's move's type to electric if it hasn't moved yet this turn.,Status,1,1
Play Rough,583,90.0,10,90.0,0,Fairy,Generation Vi,Has a $effect_chance% chance to lower the target's Attack by one stage.,Physical,1,1
Fairy Wind,584,100.0,30,40.0,0,Fairy,Generation Vi,Inflicts regular damage with no additional effect.,Special,1,1
Moonblast,585,100.0,15,95.0,0,Fairy,Generation Vi,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Special,1,1
Boomburst,586,100.0,10,140.0,0,Normal,Generation Vi,Inflicts regular damage.,Special,1,1
Fairy Lock,587,,10,,0,Fairy,Generation Vi,Prevents all Pokémon from fleeing or switching out during the next turn.,Status,1,1
Kings Shield,588,,10,,4,Steel,Generation Vi,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.,Status,1,1
Play Nice,589,,20,,0,Normal,Generation Vi,Lowers the target's Attack by one stage.,Status,1,1
Confide,590,,20,,0,Normal,Generation Vi,Lowers the target's Special Attack by one stage.,Status,1,1
Diamond Storm,591,95.0,5,100.0,0,Rock,Generation Vi,Has a $effect_chance% chance to raise the user's Defense by two stages for each target hit.,Physical,1,1
Steam Eruption,592,95.0,5,110.0,0,Water,Generation Vi,Has a $effect_chance% chance to burn the target.,Special,1,1
Hyperspace Hole,593,,5,80.0,0,Psychic,Generation Vi,Ignores and destroys protection effects.,Special,1,1
Water Shuriken,594,100.0,20,15.0,1,Water,Generation Vi,Hits 2–5 times.,Special,2,5
Mystical Fire,595,100.0,10,75.0,0,Fire,Generation Vi,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Special,1,1
Spiky Shield,596,,10,,4,Grass,Generation Vi,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,Status,1,1
Aromatic Mist,597,,20,,0,Fairy,Generation Vi,Raises a selected ally's Special Defense by one stage.,Status,1,1
Eerie Impulse,598,100.0,15,,0,Electric,Generation Vi,Lowers the target's Special Attack by two stages.,Status,1,1
Venom Drench,599,100.0,20,,0,Poison,Generation Vi,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.",Status,1,1
Powder,600,100.0,20,,1,Bug,Generation Vi,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.",Status,1,1
Geomancy,601,,10,,0,Fairy,Generation Vi,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.",Status,1,1
Magnetic Flux,602,,20,,0,Electric,Generation Vi,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.,Status,1,1
Happy Hour,603,,30,,0,Normal,Generation Vi,Doubles prize money.,Status,1,1
Electric Terrain,604,,10,,0,Electric,Generation Vi,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.",Status,1,1
Dazzling Gleam,605,100.0,10,80.0,0,Fairy,Generation Vi,Inflicts regular damage with no additional effect.,Special,1,1
Celebrate,606,,40,,0,Normal,Generation Vi,Does nothing.,Status,1,1
Hold Hands,607,,40,,0,Normal,Generation Vi,Does nothing.,Status,1,1
Baby Doll Eyes,608,100.0,30,,1,Fairy,Generation Vi,Lowers the target's Attack by one stage.,Status,1,1
Nuzzle,609,100.0,20,20.0,0,Electric,Generation Vi,Has a $effect_chance% chance to paralyze the target.,Physical,1,1
Hold Back,610,100.0,40,40.0,0,Normal,Generation Vi,Cannot lower the target's HP below 1.,Physical,1,1
Infestation,611,100.0,20,20.0,0,Bug,Generation Vi,Prevents the target from fleeing and inflicts damage for 2-5 turns.,Special,1,1
Power Up Punch,612,100.0,20,40.0,0,Fighting,Generation Vi,Raises the user's Attack by one stage after inflicting damage.,Physical,1,1
Oblivion Wing,613,100.0,10,80.0,0,Flying,Generation Vi,Drains 75% of the damage inflicted to heal the user.,Special,1,1
Thousand Arrows,614,100.0,10,90.0,0,Ground,Generation Vi,"Grounds the target, and hits even Flying-type or levitating Pokémon.",Physical,1,1
Thousand Waves,615,100.0,10,90.0,0,Ground,Generation Vi,Prevents the target from leaving battle.,Physical,1,1
Lands Wrath,616,100.0,10,90.0,0,Ground,Generation Vi,Inflicts regular damage with no additional effect.,Physical,1,1
Light Of Ruin,617,90.0,5,140.0,0,Fairy,Generation Vi,User receives 1/2 the damage inflicted in recoil.,Special,1,1
Origin Pulse,618,85.0,10,110.0,0,Water,Generation Vi,Inflicts regular damage with no additional effect.,Special,1,1
Precipice Blades,619,85.0,10,120.0,0,Ground,Generation Vi,Inflicts regular damage with no additional effect.,Physical,1,1
Dragon Ascent,620,100.0,5,120.0,0,Flying,Generation Vi,Lowers the user's Defense and Special Defense by one stage after inflicting damage.,Physical,1,1
Hyperspace Fury,621,,5,100.0,0,Dark,Generation Vi,Ignores and destroys protection effects.,Physical,1,1
Breakneck Blitz  Physical,622,,1,,0,Normal,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Breakneck Blitz  Special,623,,1,,0,Normal,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
All Out Pummeling  Physical,624,,1,,0,Fighting,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
All Out Pummeling  Special,625,,1,,0,Fighting,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Supersonic Skystrike  Physical,626,,1,,0,Flying,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Supersonic Skystrike  Special,627,,1,,0,Flying,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Acid Downpour  Physical,628,,1,,0,Poison,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Acid Downpour  Special,629,,1,,0,Poison,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Tectonic Rage  Physical,630,,1,,0,Ground,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Tectonic Rage  Special,631,,1,,0,Ground,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Continental Crush  Physical,632,,1,,0,Rock,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Continental Crush  Special,633,,1,,0,Rock,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Savage Spin Out  Physical,634,,1,,0,Bug,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Savage Spin Out  Special,635,,1,,0,Bug,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Never Ending Nightmare  Physical,636,,1,,0,Ghost,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Never Ending Nightmare  Special,637,,1,,0,Ghost,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Corkscrew Crash  Physical,638,,1,,0,Steel,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Corkscrew Crash  Special,639,,1,,0,Steel,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Inferno Overdrive  Physical,640,,1,,0,Fire,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Inferno Overdrive  Special,641,,1,,0,Fire,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Hydro Vortex  Physical,642,,1,,0,Water,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Hydro Vortex  Special,643,,1,,0,Water,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Bloom Doom  Physical,644,,1,,0,Grass,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Bloom Doom  Special,645,,1,,0,Grass,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Gigavolt Havoc  Physical,646,,1,,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Gigavolt Havoc  Special,647,,1,,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Shattered Psyche  Physical,648,,1,,0,Psychic,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Shattered Psyche  Special,649,,1,,0,Psychic,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Subzero Slammer  Physical,650,,1,,0,Ice,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Subzero Slammer  Special,651,,1,,0,Ice,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Devastating Drake  Physical,652,,1,,0,Dragon,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Devastating Drake  Special,653,,1,,0,Dragon,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Black Hole Eclipse  Physical,654,,1,,0,Dark,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Black Hole Eclipse  Special,655,,1,,0,Dark,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Twinkle Tackle  Physical,656,,1,,0,Fairy,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Twinkle Tackle  Special,657,,1,,0,Fairy,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Catastropika,658,,1,210.0,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Shore Up,659,,10,,0,Ground,Generation Vii,"Heals the user for ½ its max HP, or ⅔ during a sandstorm.",Status,1,1
First Impression,660,100.0,10,90.0,2,Bug,Generation Vii,Can only be used as the first move after the user enters battle.,Physical,1,1
Baneful Bunker,661,,10,,4,Poison,Generation Vii,Grants the user protection for the rest of the turn and poisons any Pokémon that tries to use a contact move on it.,Status,1,1
Spirit Shackle,662,100.0,10,80.0,0,Ghost,Generation Vii,Traps the target.,Physical,1,1
Darkest Lariat,663,100.0,10,85.0,0,Dark,Generation Vii,Ignores the target's stat modifiers.,Physical,1,1
Sparkling Aria,664,100.0,10,90.0,0,Water,Generation Vii,Cures the target of burns.,Special,1,1
Ice Hammer,665,90.0,10,100.0,0,Ice,Generation Vii,Lowers user's Speed by one stage.,Physical,1,1
Floral Healing,666,,10,,0,Fairy,Generation Vii,"Heals the target for ½ its max HP, or ⅔ on Grassy Terrain.",Status,1,1
High Horsepower,667,95.0,10,95.0,0,Ground,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Strength Sap,668,100.0,10,,0,Grass,Generation Vii,Heals the user by the target's current Attack stat and lowers the target's Attack by one stage.,Status,1,1
Solar Blade,669,100.0,10,125.0,0,Grass,Generation Vii,Requires a turn to charge before attacking.,Physical,1,1
Leafage,670,100.0,40,40.0,0,Grass,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Spotlight,671,,15,,3,Normal,Generation Vii,Forces the target's opponents to aim at the target for the rest of the turn.,Status,1,1
Toxic Thread,672,100.0,20,,0,Poison,Generation Vii,Poisons the target and lowers its Speed by one stage.,Status,1,1
Laser Focus,673,,30,,0,Normal,Generation Vii,Guarantees a critical hit with the user's next move.,Status,1,1
Gear Up,674,,20,,0,Steel,Generation Vii,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,Status,1,1
Throat Chop,675,100.0,15,80.0,0,Dark,Generation Vii,Prevents the target from using sound-based moves for two turns.,Physical,1,1
Pollen Puff,676,100.0,15,90.0,0,Bug,Generation Vii,"Damages opponents, but heals allies for 50% of their max HP.",Special,1,1
Anchor Shot,677,100.0,20,80.0,0,Steel,Generation Vii,Traps the target.,Physical,1,1
Psychic Terrain,678,,10,,0,Psychic,Generation Vii,Protects Pokémon on the ground from priority moves and increases the power of their  Psychic moves by 50%.,Status,1,1
Lunge,679,100.0,15,80.0,0,Bug,Generation Vii,Lowers the target's Attack by one stage after inflicting damage.,Physical,1,1
Fire Lash,680,100.0,15,80.0,0,Fire,Generation Vii,Lowers the target's Defense by one stage after inflicting damage.,Physical,1,1
Power Trip,681,100.0,10,20.0,0,Dark,Generation Vii,"Power is higher the more the user's stats have been raised, to a maximum of 31×.",Physical,1,1
Burn Up,682,100.0,5,130.0,0,Fire,Generation Vii,Removes the user's fire type after inflicting damage.,Special,1,1
Speed Swap,683,,10,,0,Psychic,Generation Vii,Exchanges the user's Speed with the target's.,Status,1,1
Smart Strike,684,,10,70.0,0,Steel,Generation Vii,Never misses.,Physical,1,1
Purify,685,,20,,0,Poison,Generation Vii,Cures the target of a major status ailment and heals the user for 50% of its max HP.,Status,1,1
Revelation Dance,686,100.0,15,90.0,0,Normal,Generation Vii,Has the same type as the user.,Special,1,1
Core Enforcer,687,100.0,10,100.0,0,Dragon,Generation Vii,Nullifies the target's ability if it moves earlier.,Special,1,1
Trop Kick,688,100.0,15,70.0,0,Grass,Generation Vii,Lowers the target's Attack by one stage after inflicting damage.,Physical,1,1
Instruct,689,,15,,0,Psychic,Generation Vii,Forces the target to repeat its last used move.,Status,1,1
Beak Blast,690,100.0,15,100.0,-3,Flying,Generation Vii,Inflicts a burn on any Pokémon that makes contact before the attack.,Physical,1,1
Clanging Scales,691,100.0,5,110.0,0,Dragon,Generation Vii,Lowers the user's Defense by one stage after inflicting damage.,Special,1,1
Dragon Hammer,692,100.0,15,90.0,0,Dragon,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Brutal Swing,693,100.0,20,60.0,0,Dark,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Aurora Veil,694,,20,,0,Ice,Generation Vii,"Reduces damage five turns, but must be used during hail.",Status,1,1
Sinister Arrow Raid,695,,1,180.0,0,Ghost,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Malicious Moonsault,696,,1,180.0,0,Dark,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Oceanic Operetta,697,,1,195.0,0,Water,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Guardian Of Alola,698,,1,,0,Fairy,Generation Vii,Damages the target for 75% of its remaining HP.,Special,1,1
Soul Stealing 7 Star Strike,699,,1,195.0,0,Ghost,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Stoked Sparksurfer,700,,1,175.0,0,Electric,Generation Vii,Has a $effect_chance% chance to paralyze the target.,Special,1,1
Pulverizing Pancake,701,,1,210.0,0,Normal,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Extreme Evoboost,702,,1,,0,Normal,Generation Vii,Raises all of the user's stats by two stages.,Status,1,1
Genesis Supernova,703,,1,185.0,0,Psychic,Generation Vii,Changes the terrain to Psychic Terrain after inflicting damage.,Special,1,1
Shell Trap,704,100.0,5,150.0,-3,Fire,Generation Vii,Only inflicts damage if the user was hit by a physical move this turn.,Special,1,1
Fleur Cannon,705,90.0,5,130.0,0,Fairy,Generation Vii,Lowers the user's Special Attack by two stages after inflicting damage.,Special,1,1
Psychic Fangs,706,100.0,10,85.0,0,Psychic,Generation Vii,Destroys Reflect and Light Screen.,Physical,1,1
Stomping Tantrum,707,100.0,10,75.0,0,Ground,Generation Vii,Has double power if the user's last move failed.,Physical,1,1
Shadow Bone,708,100.0,10,85.0,0,Ghost,Generation Vii,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physical,1,1
Accelerock,709,100.0,20,40.0,1,Rock,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Liquidation,710,100.0,10,85.0,0,Water,Generation Vii,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physical,1,1
Prismatic Laser,711,100.0,10,160.0,0,Psychic,Generation Vii,User foregoes its next turn to recharge.,Special,1,1
Spectral Thief,712,100.0,10,90.0,0,Ghost,Generation Vii,"Steals the target's stat increases, then inflicts damage.",Physical,1,1
Sunsteel Strike,713,100.0,5,100.0,0,Steel,Generation Vii,Cannot be disrupted by abilities.,Physical,1,1
Moongeist Beam,714,100.0,5,100.0,0,Ghost,Generation Vii,Cannot be disrupted by abilities.,Special,1,1
Tearful Look,715,,20,,0,Normal,Generation Vii,Lowers the target's Attack and Special Attack by one stage.,Status,1,1
Zing Zap,716,100.0,10,80.0,0,Electric,Generation Vii,Has a $effect_chance% chance to make the target flinch.,Physical,1,1
Natures Madness,717,90.0,10,,0,Fairy,Generation Vii,Inflicts damage equal to half the target's HP.,Special,1,1
Multi Attack,718,100.0,10,120.0,0,Normal,Generation Vii,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",Physical,1,1
10 000 000 Volt Thunderbolt,719,,1,195.0,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Mind Blown,720,100.0,5,150.0,0,Fire,Generation Vii,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",Special,1,1
Plasma Fists,721,100.0,15,100.0,0,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Photon Geyser,722,100.0,5,100.0,0,Psychic,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Light That Burns The Sky,723,,1,200.0,0,Psychic,Generation Vii,"Inflicts damage using either Attack or Special Attack stat, whichever is higher.",Special,1,1
Searing Sunraze Smash,724,,1,200.0,0,Steel,Generation Vii,Cannot be disrupted by abilities.,Physical,1,1
Menacing Moonraze Maelstrom,725,,1,200.0,0,Ghost,Generation Vii,Cannot be disrupted by abilities.,Special,1,1
Lets Snuggle Forever,726,,1,190.0,0,Fairy,Generation Vii,"After inflicting damage, causes all Normal-type moves to become Electric-type for the remainder of the turn.",Physical,1,1
Splintered Stormshards,727,,1,190.0,0,Rock,Generation Vii,Inflicts damage and removes any terrain present on the battlefield.,Physical,1,1
Clangorous Soulblaze,728,,1,185.0,0,Dragon,Generation Vii,"Inflicts damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each.",Special,1,1
Zippy Zap,729,100.0,10,80.0,2,Electric,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
Splishy Splash,730,100.0,15,90.0,0,Water,Generation Vii,Inflicts regular damage with no additional effect.,Special,1,1
Floaty Fall,731,95.0,15,90.0,0,Flying,Generation Vii,Inflicts regular damage with no additional effect.,Physical,1,1
